"","NUM","PAYS","PROV","ZS","POP","NUMSEM","DEBUTSEM","MALADIE","C011MOIS","D011MOIS","C1259MOIS","D1259MOIS","C5ANSP","D5ANSP","CASAGEINC","DECAGEINC","TOTALCAS","TOTALDECES","LETAL","ATTAQ","RecStatus","UniqueKey"
"1956","RDCHKAKEN15","RDC","HAUT-KATANGA","KENYA",260032,15,"11/04/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.4,1,38799
"1957","RDCHKAKOW15","RDC","HAUT-KATANGA","KOWE",82343,15,"11/04/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.2,1,38806
"1958","RDCHKAKEN16","RDC","HAUT-KATANGA","KENYA",260032,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,38811
"1959","RDCHKAKIK16","RDC","HAUT-KATANGA","KIKULA",232519,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,4,0,0,0,4,0,0,1.7,1,38897
"1960","RDCHKALIK16","RDC","HAUT-KATANGA","LIKASI",145307,16,"04/18/16 00:00:00","CHOLERA",NA,NA,1,0,6,0,0,0,7,0,0,4.8,1,38899
"1961","RDCHKAKBV16","RDC","HAUT-KATANGA","KAMBOVE",125820,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,38911
"1962","RDCHKAKMP17","RDC","HAUT-KATANGA","KAMPEMBA",395533,17,"04/25/16 00:00:00","CHOLERA",NA,NA,5,0,7,0,0,0,12,0,0,3,1,38934
"1963","RDCHKALUK17","RDC","HAUT-KATANGA","LUKAFU",87394,17,"04/25/16 00:00:00","CHOLERA",NA,NA,5,1,3,1,0,0,8,2,25,9.2,1,38978
"1964","RDCHKAMUM16","RDC","HAUT-KATANGA","MUMBUNDA",270034,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,1.1,1,38846
"1965","RDCHKAKMD16","RDC","HAUT-KATANGA","KAMALONDO",64446,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,4.7,1,38847
"1966","RDCHKAKMP16","RDC","HAUT-KATANGA","KAMPEMBA",395533,16,"04/18/16 00:00:00","CHOLERA",NA,NA,8,0,20,0,0,0,28,0,0,7.1,1,38848
"1967","RDCHKAVAN16","RDC","HAUT-KATANGA","VANGU",141052,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,38849
"1968","RDCHKAKMD17","RDC","HAUT-KATANGA","KAMALONDO",64446,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.6,1,38930
"1969","RDCHKAKIS17","RDC","HAUT-KATANGA","KISANGA",239290,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,38959
"1970","RDCHKAKBV17","RDC","HAUT-KATANGA","KAMBOVE",125820,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,38993
"1971","RDCHKAMUM17","RDC","HAUT-KATANGA","MUMBUNDA",270034,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,38997
"1972","RDCHKALIK17","RDC","HAUT-KATANGA","LIKASI",145307,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,2.1,1,39025
"1973","RDCHKAKIK17","RDC","HAUT-KATANGA","KIKULA",232519,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,4,NA,0,0,4,0,0,1.7,1,39026
"1974","RDCHKAMIT17","RDC","HAUT-KATANGA","MITWABA",112446,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,39027
"1975","RDCHKALIK18","RDC","HAUT-KATANGA","LIKASI",145307,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,39058
"1976","RDCHKAKEN17","RDC","HAUT-KATANGA","KENYA",260032,17,"04/25/16 00:00:00","CHOLERA",NA,NA,1,0,3,0,0,0,4,0,0,1.5,1,39009
"1977","RDCHKATSH17","RDC","HAUT-KATANGA","TSHAMILEMBA",299888,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,0.7,1,39010
"1978","RDCHKAKAT17","RDC","HAUT-KATANGA","KATUBA",246996,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,39011
"1979","RDCHKALUB17","RDC","HAUT-KATANGA","LUBUMBASHI",182841,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,39012
"1980","RDCHKARWA17","RDC","HAUT-KATANGA","RWASHI",489291,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.2,1,39013
"1981","RDCHKAKSH17","RDC","HAUT-KATANGA","KIPUSHI",207178,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,39014
"1982","RDCHKAKMP18","RDC","HAUT-KATANGA","KAMPEMBA",395533,18,"02/05/16 00:00:00","CHOLERA",NA,NA,2,0,9,0,0,0,11,0,0,2.8,1,39101
"1983","RDCHKAKIK18","RDC","HAUT-KATANGA","KIKULA",232519,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39108
"1984","RDCHKAKIS18","RDC","HAUT-KATANGA","KISANGA",239290,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,39112
"1985","RDCHKAKAT18","RDC","HAUT-KATANGA","KATUBA",246996,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,1.2,1,39113
"1986","RDCHKATSH18","RDC","HAUT-KATANGA","TSHAMILEMBA",299888,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,39114
"1987","RDCHKARWA18","RDC","HAUT-KATANGA","RWASHI",489291,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.2,1,39115
"1988","RDCHKAKMP19","RDC","HAUT-KATANGA","KAMPEMBA",395533,19,"09/05/16 00:00:00","CHOLERA",NA,NA,1,0,10,0,0,0,11,0,0,2.8,1,39173
"1989","RDCHKAKAF18","RDC","HAUT-KATANGA","KAFUBU",95107,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.1,1,39120
"1990","RDCHKALUB19","RDC","HAUT-KATANGA","LUBUMBASHI",182841,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,39131
"1991","RDCHKAKEN19","RDC","HAUT-KATANGA","KENYA",260032,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39200
"1992","RDCHKAKOW19","RDC","HAUT-KATANGA","KOWE",82343,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.2,1,39201
"1993","RDCHKAKIS19","RDC","HAUT-KATANGA","KISANGA",239290,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39202
"1994","RDCHKARWA19","RDC","HAUT-KATANGA","RWASHI",489291,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.2,1,39203
"1995","RDCHKAKMP20","RDC","HAUT-KATANGA","KAMPEMBA",395533,20,"05/16/16 00:00:00","CHOLERA",NA,NA,2,0,2,0,0,0,4,0,0,1,1,39289
"1996","RDCHKAKEN20","RDC","HAUT-KATANGA","KENYA",260032,20,"05/16/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,0.8,1,39290
"1997","RDCHKAKMD20","RDC","HAUT-KATANGA","KAMALONDO",64446,20,"05/16/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.6,1,39291
"1998","RDCHKARWA20","RDC","HAUT-KATANGA","RWASHI",489291,20,"05/16/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.2,1,39292
"1999","RDCHKATSH20","RDC","HAUT-KATANGA","TSHAMILEMBA",299888,20,"05/16/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,39293
"2000","RDCHKAKEN20","RDC","HAUT-KATANGA","KENYA",260032,20,"05/16/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39297
"2001","RDCHKAKAF21","RDC","HAUT-KATANGA","KAFUBU",95107,21,"05/23/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,2.1,1,39362
"2002","RDCHKAKMP21","RDC","HAUT-KATANGA","KAMPEMBA",395533,21,"05/23/16 00:00:00","CHOLERA",NA,NA,1,0,2,0,0,0,3,0,0,0.8,1,39384
"2003","RDCHKALUB21","RDC","HAUT-KATANGA","LUBUMBASHI",182841,21,"05/23/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,39409
"2004","RDCHKAKEN22","RDC","HAUT-KATANGA","KENYA",260032,22,"05/30/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39511
"2005","RDCHKALUB22","RDC","HAUT-KATANGA","LUBUMBASHI",182841,22,"05/30/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.1,1,39516
"2006","RDCHKAKMP22","RDC","HAUT-KATANGA","KAMPEMBA",395533,22,"05/30/16 00:00:00","CHOLERA",NA,NA,1,0,1,0,0,0,2,0,0,0.5,1,39517
"2007","RDCHKAVAN21","RDC","HAUT-KATANGA","VANGU",141052,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.7,1,39405
"2008","RDCHKAKAF22","RDC","HAUT-KATANGA","KAFUBU",95107,22,"05/30/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,2.1,1,39501
"2009","RDCHKAKMD23","RDC","HAUT-KATANGA","KAMALONDO",64446,23,"06/06/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,1.6,1,39613
"2010","RDCHKAKAF23","RDC","HAUT-KATANGA","KAFUBU",95107,23,"06/06/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,2.1,1,39623
"2011","RDCHKALUB24","RDC","HAUT-KATANGA","LUBUMBASHI",182841,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,39628
"2012","RDCHKAKMP25","RDC","HAUT-KATANGA","KAMPEMBA",395533,25,"06/20/16 00:00:00","CHOLERA",NA,NA,0,0,2,1,0,0,2,1,50,0.5,1,39755
"2013","RDCHKALIK25","RDC","HAUT-KATANGA","LIKASI",145307,25,"06/20/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,39766
"2014","RDCHKAKMP26","RDC","HAUT-KATANGA","KAMPEMBA",395533,26,"06/27/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,39914
"2015","RDCHKAKIS26","RDC","HAUT-KATANGA","KISANGA",239290,26,"06/27/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39915
"2016","RDCHKAKIK26","RDC","HAUT-KATANGA","KIKULA",232519,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.4,1,39864
"2017","RDCHKAKMD26","RDC","HAUT-KATANGA","KAMALONDO",64446,26,"06/27/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,4.7,1,39894
"2018","RDCHKAKMD32","RDC","HAUT-KATANGA","KAMALONDO",64446,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.6,1,40439
"2019","RDCTANKAL01","RDC","TANGANYIKA","KALEMIE",131782,1,"04/01/16 00:00:00","CHOLERA",NA,NA,5,1,30,0,0,0,35,1,3,26.6,1,40497
"2020","RDCTANKNS01","RDC","TANGANYIKA","KANSIMBA",105328,1,"04/01/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,40503
"2021","RDCTANKAL02","RDC","TANGANYIKA","KALEMIE",131782,2,"11/01/16 00:00:00","CHOLERA",NA,NA,8,0,12,0,0,0,20,0,0,15.2,1,40546
"2022","RDCTANNYE02","RDC","TANGANYIKA","NYEMBA",130000,2,"11/01/16 00:00:00","CHOLERA",NA,NA,5,0,11,0,0,0,16,0,0,12.3,1,40571
"2023","RDCTANMOB03","RDC","TANGANYIKA","MOBA",2e+05,3,"01/18/16 00:00:00","CHOLERA",NA,NA,9,0,15,0,0,0,24,0,0,12,1,40615
"2024","RDCTANNYE03","RDC","TANGANYIKA","NYEMBA",130000,3,"01/18/16 00:00:00","CHOLERA",NA,NA,8,0,30,0,0,0,38,0,0,29.2,1,40619
"2025","RDCHKAPAN31","RDC","HAUT-KATANGA","PANDA",90018,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.1,1,40483
"2026","RDCTANMOB01","RDC","TANGANYIKA","MOBA",2e+05,1,"04/01/16 00:00:00","CHOLERA",NA,NA,10,0,28,1,0,0,38,1,3,19,1,40521
"2027","RDCTANNYE01","RDC","TANGANYIKA","NYEMBA",130000,1,"04/01/16 00:00:00","CHOLERA",NA,NA,10,0,14,0,0,0,24,0,0,18.5,1,40526
"2028","RDCTANKON02","RDC","TANGANYIKA","KONGOLO",144274,2,"11/01/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,40556
"2029","RDCTANMOB02","RDC","TANGANYIKA","MOBA",2e+05,2,"11/01/16 00:00:00","CHOLERA",NA,NA,15,0,16,1,0,0,31,1,3,15.5,1,40567
"2030","RDCTANKAL03","RDC","TANGANYIKA","KALEMIE",131782,3,"01/18/16 00:00:00","CHOLERA",NA,NA,4,0,18,0,0,0,22,0,0,16.7,1,40589
"2031","RDCTANKNS03","RDC","TANGANYIKA","KANSIMBA",105328,3,"01/18/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.9,1,40595
"2032","RDCTANKAL04","RDC","TANGANYIKA","KALEMIE",131782,4,"01/25/16 00:00:00","CHOLERA",NA,NA,4,0,17,0,0,0,21,0,0,15.9,1,40639
"2033","RDCTANMOB04","RDC","TANGANYIKA","MOBA",2e+05,4,"01/25/16 00:00:00","CHOLERA",NA,NA,11,0,23,0,0,0,34,0,0,17,1,40664
"2034","RDCTANNYE04","RDC","TANGANYIKA","NYEMBA",130000,4,"01/25/16 00:00:00","CHOLERA",NA,NA,3,0,9,0,0,0,12,0,0,9.2,1,40669
"2035","RDCTANMOB05","RDC","TANGANYIKA","MOBA",2e+05,5,"01/02/16 00:00:00","CHOLERA",NA,NA,18,0,39,1,0,0,57,1,2,28.5,1,40695
"2036","RDCTANNYE05","RDC","TANGANYIKA","NYEMBA",130000,5,"01/02/16 00:00:00","CHOLERA",NA,NA,3,0,6,0,0,0,9,0,0,6.9,1,40699
"2037","RDCTANKAL06","RDC","TANGANYIKA","KALEMIE",131782,6,"08/02/16 00:00:00","CHOLERA",NA,NA,0,0,5,0,0,0,5,0,0,3.8,1,40737
"2038","RDCTANKNS04","RDC","TANGANYIKA","KANSIMBA",105328,4,"01/25/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,40646
"2039","RDCTANKAL05","RDC","TANGANYIKA","KALEMIE",131782,5,"01/02/16 00:00:00","CHOLERA",NA,NA,1,0,4,0,0,0,5,0,0,3.8,1,40712
"2040","RDCTANMOB06","RDC","TANGANYIKA","MOBA",2e+05,6,"08/02/16 00:00:00","CHOLERA",NA,NA,14,1,35,2,0,0,49,3,6,24.5,1,40758
"2041","RDCTANNYE06","RDC","TANGANYIKA","NYEMBA",130000,6,"08/02/16 00:00:00","CHOLERA",NA,NA,0,0,8,0,0,0,8,0,0,6.2,1,40762
"2042","RDCTANKNS07","RDC","TANGANYIKA","KANSIMBA",105328,7,"02/15/16 00:00:00","CHOLERA",NA,NA,4,0,1,0,0,0,5,0,0,4.7,1,40784
"2043","RDCTANKAL08","RDC","TANGANYIKA","KALEMIE",131782,8,"02/22/16 00:00:00","CHOLERA",NA,NA,3,0,10,0,0,0,13,0,0,9.9,1,40829
"2044","RDCTANKNS08","RDC","TANGANYIKA","KANSIMBA",105328,8,"02/22/16 00:00:00","CHOLERA",NA,NA,0,0,5,0,0,0,5,0,0,4.7,1,40835
"2045","RDCTANNYE08","RDC","TANGANYIKA","NYEMBA",130000,8,"02/22/16 00:00:00","CHOLERA",NA,NA,4,0,5,0,0,0,9,0,0,6.9,1,40857
"2046","RDCTANMOB09","RDC","TANGANYIKA","MOBA",2e+05,9,"02/29/16 00:00:00","CHOLERA",NA,NA,7,0,28,0,0,0,35,0,0,17.5,1,40898
"2047","RDCTANNYE09","RDC","TANGANYIKA","NYEMBA",130000,9,"02/29/16 00:00:00","CHOLERA",NA,NA,5,0,3,0,0,0,8,0,0,6.2,1,40902
"2048","RDCTANKAL07","RDC","TANGANYIKA","KALEMIE",131782,7,"02/15/16 00:00:00","CHOLERA",NA,NA,5,0,8,0,0,0,13,0,0,9.9,1,40778
"2049","RDCTANMOB07","RDC","TANGANYIKA","MOBA",2e+05,7,"02/15/16 00:00:00","CHOLERA",NA,NA,7,0,28,0,0,0,35,0,0,17.5,1,40804
"2050","RDCTANNYE07","RDC","TANGANYIKA","NYEMBA",130000,7,"02/15/16 00:00:00","CHOLERA",NA,NA,1,0,8,0,0,0,9,0,0,6.9,1,40809
"2051","RDCTANMOB08","RDC","TANGANYIKA","MOBA",2e+05,8,"02/22/16 00:00:00","CHOLERA",NA,NA,6,0,29,0,0,0,35,0,0,17.5,1,40853
"2052","RDCTANKAL09","RDC","TANGANYIKA","KALEMIE",131782,9,"02/29/16 00:00:00","CHOLERA",NA,NA,1,0,1,0,0,0,2,0,0,1.5,1,40874
"2053","RDCTANKAL10","RDC","TANGANYIKA","KALEMIE",131782,10,"07/03/16 00:00:00","CHOLERA",NA,NA,0,0,4,0,0,0,4,0,0,3,1,40922
"2054","RDCTANMOB10","RDC","TANGANYIKA","MOBA",2e+05,10,"07/03/16 00:00:00","CHOLERA",NA,NA,5,0,9,0,0,0,14,0,0,7,1,40947
"2055","RDCTANNYE10","RDC","TANGANYIKA","NYEMBA",130000,10,"07/03/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,40951
"2056","RDCTANMOB11","RDC","TANGANYIKA","MOBA",2e+05,11,"03/14/16 00:00:00","CHOLERA",NA,NA,10,0,36,0,0,0,46,0,0,23,1,40997
"2057","RDCTANKAL12","RDC","TANGANYIKA","KALEMIE",131782,12,"03/21/16 00:00:00","CHOLERA",NA,NA,0,0,5,0,0,0,5,0,0,3.8,1,41023
"2058","RDCTANKBL11","RDC","TANGANYIKA","KABALO",160038,11,"03/14/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.2,1,40963
"2059","RDCTANKAL11","RDC","TANGANYIKA","KALEMIE",131782,11,"03/14/16 00:00:00","CHOLERA",NA,NA,4,0,4,0,0,0,8,0,0,6.1,1,40971
"2060","RDCTANKNS11","RDC","TANGANYIKA","KANSIMBA",105328,11,"03/14/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,40976
"2061","RDCTANMOB12","RDC","TANGANYIKA","MOBA",2e+05,12,"03/21/16 00:00:00","CHOLERA",NA,NA,2,0,15,0,0,0,17,0,0,8.5,1,41047
"2062","RDCTANKAL13","RDC","TANGANYIKA","KALEMIE",131782,13,"03/28/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,2.3,1,41073
"2063","RDCTANKAL14","RDC","TANGANYIKA","KALEMIE",131782,14,"04/04/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41115
"2064","RDCTANMOB14","RDC","TANGANYIKA","MOBA",2e+05,14,"04/04/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1,1,41142
"2065","RDCTANNYE14","RDC","TANGANYIKA","NYEMBA",130000,14,"04/04/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,41146
"2066","RDCTANNYE12","RDC","TANGANYIKA","NYEMBA",130000,12,"03/21/16 00:00:00","CHOLERA",NA,NA,1,0,4,0,0,0,5,0,0,3.8,1,41054
"2067","RDCTANMOB13","RDC","TANGANYIKA","MOBA",2e+05,13,"03/28/16 00:00:00","CHOLERA",NA,NA,2,0,14,0,0,0,16,0,0,8,1,41093
"2068","RDCTANNYE13","RDC","TANGANYIKA","NYEMBA",130000,13,"03/28/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41098
"2069","RDCTANKAL15","RDC","TANGANYIKA","KALEMIE",131782,15,"11/04/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41165
"2070","RDCTANMOB15","RDC","TANGANYIKA","MOBA",2e+05,15,"11/04/16 00:00:00","CHOLERA",NA,NA,2,0,18,0,0,0,20,0,0,10,1,41195
"2071","RDCTANNYE15","RDC","TANGANYIKA","NYEMBA",130000,15,"11/04/16 00:00:00","CHOLERA",NA,NA,1,0,1,0,0,0,2,0,0,1.5,1,41202
"2072","RDCTANKNS16","RDC","TANGANYIKA","KANSIMBA",105328,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,41232
"2073","RDCTANKAL17","RDC","TANGANYIKA","KALEMIE",131782,17,"04/25/16 00:00:00","CHOLERA",NA,NA,2,0,3,0,0,0,5,0,0,3.8,1,41274
"2074","RDCTANKBL16","RDC","TANGANYIKA","KABALO",160038,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,41217
"2075","RDCTANKAL16","RDC","TANGANYIKA","KALEMIE",131782,16,"04/18/16 00:00:00","CHOLERA",NA,NA,0,0,7,0,0,0,7,0,0,5.3,1,41223
"2076","RDCTANMOB16","RDC","TANGANYIKA","MOBA",2e+05,16,"04/18/16 00:00:00","CHOLERA",NA,NA,4,0,10,0,0,0,14,0,0,7,1,41253
"2077","RDCTANMOB17","RDC","TANGANYIKA","MOBA",2e+05,17,"04/25/16 00:00:00","CHOLERA",NA,NA,3,0,4,0,0,0,7,0,0,3.5,1,41298
"2078","RDCTANNYE17","RDC","TANGANYIKA","NYEMBA",130000,17,"04/25/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41302
"2079","RDCTANKAL18","RDC","TANGANYIKA","KALEMIE",131782,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41322
"2080","RDCTANKAL19","RDC","TANGANYIKA","KALEMIE",131782,19,"09/05/16 00:00:00","CHOLERA",NA,NA,2,0,2,0,0,0,4,0,0,3,1,41373
"2081","RDCTANMOB19","RDC","TANGANYIKA","MOBA",2e+05,19,"09/05/16 00:00:00","CHOLERA",NA,NA,4,0,2,0,0,0,6,0,0,3,1,41397
"2082","RDCTANNYE19","RDC","TANGANYIKA","NYEMBA",130000,19,"09/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,41401
"2083","RDCTANKON20","RDC","TANGANYIKA","KONGOLO",144274,20,"05/16/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,41439
"2084","RDCTANKAL21","RDC","TANGANYIKA","KALEMIE",338729,21,"05/23/16 00:00:00","CHOLERA",NA,NA,2,0,4,0,0,0,6,0,0,1.8,1,41470
"2085","RDCTANMOB18","RDC","TANGANYIKA","MOBA",2e+05,18,"02/05/16 00:00:00","CHOLERA",NA,NA,8,0,1,0,0,0,9,0,0,4.5,1,41348
"2086","RDCTANNYE18","RDC","TANGANYIKA","NYEMBA",130000,18,"02/05/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,41352
"2087","RDCTANKAL20","RDC","TANGANYIKA","KALEMIE",131782,20,"05/16/16 00:00:00","CHOLERA",NA,NA,1,0,2,0,0,0,3,0,0,2.3,1,41422
"2088","RDCTANMOB20","RDC","TANGANYIKA","MOBA",2e+05,20,"05/16/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,41450
"2089","RDCTANNYE20","RDC","TANGANYIKA","NYEMBA",130000,20,"05/16/16 00:00:00","CHOLERA",NA,NA,2,0,2,0,0,0,4,0,0,3.1,1,41454
"2090","RDCTANKLM22","RDC","TANGANYIKA","KALEMIE",338729,22,"05/30/16 00:00:00","CHOLERA",NA,NA,1,0,3,0,0,0,4,0,0,1.2,1,41521
"2091","RDCTANNYE22","RDC","TANGANYIKA","NYEMBA",130000,22,"05/30/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,41554
"2092","RDCTANMOB23","RDC","TANGANYIKA","MOBA",327726,23,"06/06/16 00:00:00","CHOLERA",NA,NA,0,0,6,0,0,0,6,0,0,1.8,1,41562
"2093","RDCTANKAL23","RDC","TANGANYIKA","KALEMIE",338329,23,"06/06/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,0.9,1,41589
"2094","RDCTANNYE21","RDC","TANGANYIKA","NYEMBA",130000,21,"05/23/16 00:00:00","CHOLERA",NA,NA,0,0,2,0,0,0,2,0,0,1.5,1,41505
"2095","RDCTANMOB22","RDC","TANGANYIKA","MOBA",2e+05,22,"05/30/16 00:00:00","CHOLERA",NA,NA,4,0,8,2,0,0,12,2,17,6,1,41550
"2096","RDCTANNYE23","RDC","TANGANYIKA","NYEMBA",318261,23,"06/06/16 00:00:00","CHOLERA",NA,NA,1,0,1,0,0,0,2,0,0,0.6,1,41607
"2097","RDCTANNYE24","RDC","TANGANYIKA","NYEMBA",318261,24,"06/13/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,0.9,1,41644
"2098","RDCTANKAL24","RDC","TANGANYIKA","KALEMIE",338329,24,"06/13/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,0,0,3,0,0,0.9,1,41655
"2099","RDCTANMOB24","RDC","TANGANYIKA","MOBA",327726,24,"06/13/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.3,1,41690
"2100","RDCTANKBL26","RDC","TANGANYIKA","KABALO",255276,26,"06/27/16 00:00:00","CHOLERA",NA,NA,1,0,1,0,NA,NA,2,0,0,0.8,1,41753
"2101","RDCTANKAL26","RDC","TANGANYIKA","KALEMIE",338329,26,"06/27/16 00:00:00","CHOLERA",NA,NA,2,0,5,0,NA,NA,7,0,0,2.1,1,41762
"2102","RDCTANKNS15","RDC","TANGANYIKA","KANSIMBA",164134,15,"11/04/16 00:00:00","CHOLERA",NA,NA,0,0,1,0,0,0,1,0,0,0.6,1,41640
"2103","RDCTANKAL25","RDC","TANGANYIKA","KALEMIE",338329,25,"06/20/16 00:00:00","CHOLERA",NA,NA,0,0,3,0,NA,NA,3,0,0,0.9,1,41706
